hash,project,true_message,generated_message,cleaned_generated_message,aggressive_cleaned_generated_message
eb9ff4f8ab42ee54d96dea8fe42ae198671dc223,google_closure-compiler,"Rollback property report file name to fix people dependent on the old name.
-------------
Created by MOE: <URL>", Update property and variable map output paths to use '_map' suffix instead of '_renaming_report' and '_report'., Update property and variable map output paths to use '_map' suffix instead of '_renaming_report' and '_report'., Update property and variable map output paths to use '_map' suffix instead of '_renaming_report' and '_report'.
d4c2daa388127252b7f9c3827dc5d441d94438e6,pwnall_authpwn_rails,Fixed length of Credential#name in db migration., Refining credentials creation template: Renamed 'name' column to fit within a 128 character limit for improved user experience., Refining credentials creation template: Renamed 'name' column to fit within a 128 character limit for improved user experience., Refining credentials creation template: Renamed 'name' column to fit within a 128 character limit for improved user experience.
8bbb197422c44ca1e7d5dd2f8e9286b6c1f2ca75,collectiveidea_delayed_job_active_record,We need to use set_primary_key for ActiveRecord < <I>, Update primary key handling for ActiveRecord versions < 4.2 to maintain compatibility, Update primary key handling for ActiveRecord versions < 4.2 to maintain compatibility, Update primary key handling for ActiveRecord versions < 4.2 to maintain compatibility
c2be3ac04169ca3d1c217d6860191afd2e7d3d10,ManageIQ_manageiq-password,Fix spec to ensure it checks only the encrypted? part of the matcher, Updated RSpec matchers spec to test encryption of decrypted data for security checks, Updated RSpec matchers spec to test encryption of decrypted data for security checks, Updated RSpec matchers spec to test encryption of decrypted data for security checks
d2f0ad7f715258f02cc7beaf00d2684c3ffd0de8,newup_core,Added method to get underlying string environment., Updated TemplateRenderer to return Twig environment used by renderString() for better compatibility with custom Twig environments, Updated TemplateRenderer to return Twig environment used by renderString() for better compatibility with custom Twig environments, Updated TemplateRenderer to return Twig environment used by renderString() for better compatibility with custom Twig environments
56ede6bfe5f4ad160de16d6e36781653268e9292,watir_watir,Use #<< as #append on text fields, Added alias method `<<` for appending to text fields for better user experience., Added alias method `<<` for appending to text fields for better user experience., Added alias method `<<` for appending to text fields for better user experience.
594ad743977ddbb889bab58bdd555ce358cdbf8e,JS-DevTools_sourcemapify,Support for Watchify. We hook onto the pipeline on every reset and a new through object gets created.," Updated index.js to use require('through') consistently throughout the file, and added configurePipeline function for Browserify pipeline management."," Updated index.js to use require('through') consistently throughout the file, and added configurePipeline function for Browserify pipeline management."," Updated index.js to use require('through') consistently throughout the file, and added configurePipeline function for Browserify pipeline management."
ab8bf0f7999e6bfe97883173b85d23623216a537,vizabi_vizabi,Disable aggregation of properties: if geo.regions have numeric IDs they get aggregated =(, Refactored CSV reader to exclude aggregation of specific keys and properties for improved data handling, Refactored CSV reader to exclude aggregation of specific keys and properties for improved data handling, Refactored CSV reader to exclude aggregation of specific keys and properties for improved data handling
b0f70e5f33ad04ea947e7dab19a4147abdc65d70,conanite_nydp,assignment: use 'assign special form, Renamed '@' symbol to 'assign' in compiler for clarity and consistency., Renamed '@' symbol to 'assign' in compiler for clarity and consistency., Renamed '@' symbol to 'assign' in compiler for clarity and consistency.
b2bd94c97f376476d4e043c28f193ce08587d1c8,dfm_ugly,fail 'gracefully' in the face of malformed mailbox names... needs work, Improved mailbox handling in User model: Now logs a warning and returns 0 if SMTP connection fails., Improved mailbox handling in User model: Now logs a warning and returns 0 if SMTP connection fails., Improved mailbox handling in User model: Now logs a warning and returns 0 if SMTP connection fails.
5cfa0e918799f296580d01093b2e3ec921b93ba4,ethereum_go-ethereum,"bugfix, wrong hash stored in blockDb", Updated block caching in chain_manager: now using current block's hash instead of lastBlockHash upon insertion., Updated block caching in chain_manager: now using current block's hash instead of lastBlockHash upon insertion., Updated block caching in chain_manager: now using current block's hash instead of lastBlockHash upon insertion.
0cfc3d9b968ff89a85e49bca04a07fca9badba55,ssbc_ssb-serve-blobs,id-to-url.js supports query params, Update idToUrl to handle params and support unbox option in query string, Update idToUrl to handle params and support unbox option in query string, Update idToUrl to handle params and support unbox option in query string
f14d5d05c825ecabecb52fc76d55efacecde0891,samskivert_samskivert,"When logging stack traces, don't log the message separately and then have
the exception repeat it, just start logging the exception on the first log
line. It's compact and it allows lgrep to properly filter out whole stack
traces.


git-svn-id: <URL>", Modified stack trace handling for DefaultLogProvider to print empty messages without error when no log entry is available., Modified stack trace handling for DefaultLogProvider to print empty messages without error when no log entry is available., Modified stack trace handling for DefaultLogProvider to print empty messages without error when no log entry is available.
0b042b26810ae557f91fddc01caff56790f26530,babel_babel,"Use the posessive form of ""its"", not a contraction of ""it is"".", - Pushed 'buildBody' method to correct mutatorMap for cleaner class transformations., - Pushed 'buildBody' method to correct mutatorMap for cleaner class transformations., - Pushed 'buildBody' method to correct mutatorMap for cleaner class transformations.
8d09e70b4b564d72a09224484bc8a01209a271c3,5monkeys_django-bananas,Remove typing for py<I>, Add type hint to registered API view in bananas router for type checking, Add type hint to registered API view in bananas router for type checking, Add type hint to registered API view in bananas router for type checking
109e004eb63f448f37a761e3276b661b35f5a0d4,pixijs_pixi.js,Allows elapsedMS to show up in the docs (#<I>), Fixed Ticker elapsedMS default value to target frame time based on settings.TARGET_FPMS, Fixed Ticker elapsedMS default value to target frame time based on settings.TARGET_FPMS, Fixed Ticker elapsedMS default value to target frame time based on settings.TARGET_FPMS
2758773543de888fb5c4e1943fa46c9c35146881,cookpad_expeditor,Fix #1: avoid deadlock if Exception is raised, Add workaround for Concurrent-Ruby deadlock bug in RichFuture class, Add workaround for Concurrent-Ruby deadlock bug in RichFuture class, Add workaround for Concurrent-Ruby deadlock bug in RichFuture class
d7b9cf604cfba0f2dc48e17f29c73fd386e5602b,storybooks_storybook,Fixed typo in react-native browser instructions, Updated PreviewHelp component to reflect correct command for running React Native on different platforms., Updated PreviewHelp component to reflect correct command for running React Native on different platforms., Updated PreviewHelp component to reflect correct command for running React Native on different platforms.
